dept,code,title,credit,detail,prereq,crosslist_code
HIST,HIST 102,Survey of Western Civilisation,3,"This course is a general survey of Western Civilisation from Ancient Greece and Rome to the French Revolution in 1789. The aim of the course is to familiarise students with the broad periods and themes which have shaped Western Civilisation, including an understanding of the scholarly debate on the issues. This course will be the basic prerequisite course for all upper level courses on the West.", ,
HIST,HIST 103,Introduction to Archaeology,3,"This is an introduction to the methods, goals, and theoretical concepts of archaeology. Archaeology analyzes the physical remains of the past, from million-year-old fossilized remains of our earliest human ancestors to 20th century buildings in South Asia, in pursuit of a broad and comprehensive understanding of human culture. Archaeology offers a unique perspective on human history and culture and helps us understand not only where and when people lived on the earth, but also why and how they have lived, examining the changes and causes of changes that have occurred in human cultures over time, seeking patterns and explanations of patterns to explain everything from how and when people first came to inhabit the South Asia, to the origins of agriculture and complex societies. Unlike history, which relies primarily upon written records and documents to interpret great lives and events, archaeology allows us to delve far back into the time before written languages existed and to glimpse the lives of everyday people through analysis of things they made and left behind.", ,
HIST,HIST 201,Research Methods,3,"This course teaches steps in the research process and the tools and techniques of data collection. It is oriented towards Social Sciences research and will not include historiography, which, being a specialised field will be taken up in the higher-level course.", ,
HIST,HIST 202,Survey of Modern Europe,3,"This course is a general survey of Europe from the French Revolution, and will concentrate on the major events, such as revolutions in Europe, the unification of Italy and Germany, the high noon of imperialism, the Russian Revolution, the two world wars and the Cold War. The course also discusses the key personalities and themes which shaped these developments.", ,
HIST,HIST 204,History of the United States,3,"This course is a survey of the United States since the American Revolution, concentrating on issues like the early development of the nation, the civil war, reconstruction, westward expansion, international relations, participation in the two world wars, and the emergence of the US as the superpower.", ,
HIST,HIST 207,British History: From the Restoration to the Present,3,"This course introduces students to basic themes, ideas, and influences in British History, from the restoration of the monarchy in 1660 to the present. The course will examine how Britain was transformed both at home and in its international role through the two world wars, imperial decline, Cold War, and in the present post-Cold War era in the twenty-first century. The purpose will be to situate the development of Britain internally and internationally up to the present times.", ,
HIST,HIST 250,History of the Delhi Sultanate,3,"This course studies the Sultanate period in Delhi (1206-1526), its origins, main features, and causes of its decline. The course will enable the students to analyse the development of art, culture, and architecture of the age, along with the evolution of state and society under the rule of the Sultans.", ,
HIST,HIST 255,The Indus Valley Civilisation,3,"This course focuses on the inception, life, and eventual decline of the Indus Valley Civilization. The course will utilise current and early research and debates on the subject as well as visits to relevant sites to understand the period.", ,
HIST,HIST 301,Philosophy of History,3,"This course studies in-depth the ideas behind the study of history, the different schools of thought in history, and the underlying theories. Special attention will be given to the development of South Asian and Muslim philosophy of history.", ,PHIL 304
HIST,HIST 302,Mughal Rule in India (1526-1857),3,"This course is a thorough study of the Mughal Empire from its inception to its decline and fall. Topics covered will include the condition of India before the Mughals, the rule of the great Mughals, their social, economic, religious, and political policies, and the development of art and culture during the period. The reasons for the fall of the empire as well as the rise of regional kingdoms will also be examined.",HIST 101,
HIST,HIST 303,International Relations and Diplomacy,3,"This course focuses on the international system from the start of the First World War. The study begins with an examination of the key concepts in international relations, theory and practice, followed by an in-depth analysis of the relations between the great powers till the end of the Cold War.", HIST 102 or PLSC 101,
HIST,HIST 305,Ancient History of the Subcontinent,3,"This course will focus on hugely diverse and dynamic span of history of ancient India. This will provide a systematic framework of the socio-political map of the ancient subcontinent starting from Indus valley and culminating in Gupta period. This will include the fundamental themes of polity, economy, philosophy and society. The times of glory, invasion, anarchy, factions and frictions will be discussed, highlighting Indus Valley Civilization, Epic Age, Buddhism and Class Structures. Culture and spiritual leanings throughout this span of time will be the focus of historical inquiry, exhibited in political ambition and philosophical thinking, art and literature that gave depth to one of the earliest periods of human history.", ,
HIST,HIST 306,Islamic History,3,"This survey course on the Caliphate, Umayyad and Abbasid periods examines their central and provincial administrations, expansion and conquests, religious policy, fiscal policy, foreign relations, the development of art and culture, and the causes of their downfall.", ,
HIST,HIST 308,History of Lahore,3,"This course traces the history of Lahore from its origin to the present day. Topics like the importance of Lahore in different ages, its contribution to the development of art, architecture and culture, and its urban and rural dimensions are studied.",HIST 101,
HIST,HIST 310,Issues in Pakistan’s History,3,"This junior year seminar course focuses on a particular issue in Pakistani history such as, but not limited to, the bureaucracy, army, judiciary, parliament, Kashmir issue, provincial autonomy, East Pakistan debacle, ethnicity and human rights.", HIST 101 and HIST 201,
HIST,HIST 311,India since Independence,3,"This course introduces students to themes in Modern India from independence to the beginning of the liberalisation period in 1991. This course will provide students knowledge of themes like nationalism, the Nehruvian system, domestic politics in India and the rise of Hindutva.",HIST 101,
HIST,HIST 312,Modern Muslim World,3,"This course explores the post- Second World War history of the Middle East with a special emphasis on the rise of Arab nationalism, Muslim solidarity, Israeli-Palestinian issue, the creation of modern states, and developments in state, society, religion and economy of the region.", PLSC 101,PLSC 310
HIST,HIST 313,British Rule in India (1757-1947),3,"This course focuses on the political rise of the East India Company in 1757, the expansion of British influence through treaties and conquests, the Revolt of 1857 and the coming of the Raj, its policies, and its effect on the society, politics, economy and religious life of India.",HIST 101,
HIST,HIST 315,Freedom and the Nationalist Movement in the Subcontinent (1857-1947),3," This course charts the start of the nationalist movement in South Asia with a focus on the key events and personalities which shaped the society, politics and economy of the region during the period. The rise of Muslim separatism and the creation of Pakistan will also be studied.",HIST 101,
HIST,HIST 320,Reformation and Renaissance,3,"This course focuses on Europe from the advent of the Protestant Reformation, to the Catholic Counter Reformation, religious wars, the rise of the nation state, and the Enlightenment period. Special attention will be given to the renaissance in art, science, literature and culture during the period, up till the French Revolution.",HIST 102,
HIST,HIST 400,Research Methodology,3,"This higher level course shall build on the 200 level course on Research Methods to familiarize students with qualitative research and to introduce them to Historiography, its major traditions and debates. It will also focus on the use of sources in historical research.",HIST 201,
HIST,HIST 410,"Colonial Punjab, 1848-1947",3,"This thematic course examines Punjab’s history during colonial rule with a focus on several themes which shaped the period. The focus will be on the geography of the Punjab in historical perspective, the support of local elites for colonial rule, the growth of the agrarian economy, and the political, social, and economic effects of these developments on the province.", HIST 101 and HIST 201,
HIST,HIST 496,Senior Seminar in History,3,This seminar course comprises of extensive readings on a selected topic (varying each semester) under the leadership of a faculty member who will facilitate in-depth analysis and discussion. The course will prepare students for independent research through a series of short papers and a final term paper on the course topic., HIST 101 and HIST 201,
HIST,HIST 499,Independent Research,3,"In this course the student will articulate a question to be investigated, draw up a plan of research, glean information from primary and secondary sources, analyze the material, and present his or her arguments and conclusion in a 10,000-word count paper. The paper should integrate the methods learned in prior classes about historical analysis and research. Students will conduct their research under the guidance of a member of the History faculty or any other person approved by the Head of the Department.", HIST 400 and HIST 496,
HIST,HIST X95,Themes,x,Sections: A-E of 1 credit F-J of 2 credits K-Z of 3 credits, ,
HPED,HPED 101,Cricket,1,"Techniques of running, batting, bowling and fielding, working together both in offense or defense", ,
HPED,HPED 102,Football,1,"Techniques of running, passing, kicking, tackling, blocking, heading and dribbling, coordination for offensive and defensive teamwork", ,
HPED,HPED 103,Hockey,1,"Techniques of passing, dribbling, dodging, pushing with agility, speed and endurance", ,
HPED,HPED 104,Swimming,1,"Basics of freestyle, backstroke, breaststroke swimming    ", ,
HPED,HPED 105,Volleyball,1,"Techniques for passing, blocking and smashing", ,
HPED,HPED 106,Physical Exercises,1,"General physical exercises, benefits of physical activities", ,
HPED,HPED 107,Athletics,1,Techniques for sprints and javelin throw, ,
HPED,HPED 108,Table Tennis,1,Techniques to play table tennis for recreation or competition, ,
HPED,HPED 109,Badminton,1,Techniques to play badminton for recreation or competition, ,
HPED,HPED 110,Basketball,1,"Skills of ball holding, dribbling, passing and shooting", ,
HPED,HPED 111,Tennis,1,Fundamental skills of playing tennis for recreation or competition, ,
HPED,HPED 112,Handball,1,"Skills and knowledge of the game: ball holding, handling, dribbling, passing and shooting.", ,
HPED,HPED 150,Advanced First Aid,4,"The purpose of this course is to help students identify and eliminate potentially hazardous conditions in their environment, recognize emergencies, and make appropriate decisions of how to provide First Aid, with minimal or no equipment. First aid has been proven to save many lives. Learning first aid will help students to save a life in an emergency. Topics included are Advanced First Aid Introduction, Nose Bleeding, Electric Shock, Fainting, Drug Overdose, First Aid Mistakes, Accidents and First Aid, Bandaging Techniques, CPR, Unconsciousness, Burn Injuries, Natural Disasters (e.g., Earthquake, Tsunami, Flood, Tornado etc..), Hypovolemia and Hypovolemic Shock, Hypothermia, Hyperthermia, Internal Bleeding, External Bleeding, Crush Injuries, Amputation, First Aid for Severe Bleeding, Snake Bite, Dog Bite, Poisons, Types of Poisons, Food Poisoning.", ,
IEAP,IEAP 091A,Listening and Speaking 1,0,,,
IEAP,IEAP 091B,Reading and Writing 1,0,,,
IEAP,IEAP 092A,Listening and Speaking 2,0,,,
IEAP,IEAP 092B,Reading and Writing 2,0,,,
IEAP,IEAP 093A,Listening and Speaking 3,0,,,
IEAP,IEAP 093B,Reading and Writing 3,0,,,
IEAP,IEAP 094A,Listening and Speaking 4,0,,,
IEAP,IEAP 094B,Reading and Writing 4,0,,,
IEAP,IEAP 095A,Listening and Speaking 5,0,,,
IEAP,IEAP 095B,Reading and Writing 5,0,,,
IEAP ,IEAP C090,Typing Skills 1,0,,,
IEAP ,IEAP C091,Typing Skills 2,0,,,
IEAP ,IEAP C092,Word 1,0,,,
IEAP ,IEAP C093,Word 2,0,,,
IEAP ,IEAP C096,Power Point,0,,,
ISLM,ISLM 101,Islamic Education,3,"Introductory understanding of Islam, Islamic way of life in this subject as they study about logical and rational vindication of their fundamental beliefs, improvement of character traits, personality strengths and social manners in the light of Islamic teachings. Special focus is put on faith, spirituality and character as the principles of success.", ,
ISLM,ISLM 103,Islamic Ideology,3,"The course is designed to meet the requirements for those who want to enhance their fundamental understanding of Islam as a code of life. Contents include: definition of ideology, functions of ideology, Islamic ideology, chief characteristics of Islamic ideology, social teachings of Islamic ideology, economic principles of Islam, political teachings of Islam, and legal thoughts of Islamic ideology",ISLM 101 or CRST 152,
ISLM,ISLM 104,Arabic Communication Skills,3,"Arabic grammar and composition, basic structure of Arabic language; everyday conversation, vocabulary enhancement, translation and composition", ,
ISLM,ISLM 201,Tajweed-Ul-Quran,3,"Reading and recitation of the Holy Quran, speech sounds of Arabic, Qiraat, Arabic phonology, articulation and accent, pronunciation.",ISLM 101,
ISLM,ISLM 202,"The Quran- Contents, Style and Interpretation",3,"The Holy Quran with its meaning and commentary, compilation of the Holy Quran, content types, general style, selected readings from the Holy Quran, Ulum-al-Quran (collection, exegesis and I'jaz al-Quran) inimitability of the Quran, qualities of Mufassir and different types of interpretations.",ISLM 101 or CRST 152,
ISLM,ISLM 301,"Hadith – Status, Origin and Development",3,"Ulum-al-Hadith, authenticity of the sayings of the Prophet (PBUH), importance of Sunnah, codification and compilation of early Hadith literature, review of Hadith collections and reading of selected chapters from Hadith books.",ISLM 101 or CRST 152,
ISLM,ISLM 302,Islamic Jurisprudence,3,"Definition of law sources of Islamic Sharia, Qur’an, Sunnah, Ijma, Qiyas, Ijtihaad, types of Islamic law, Islamic injunctions and family law, Islamic law and jurisprudence with its historical development.",ISLM 101 or CRST 152,
ISLM,ISLM 303,Contemporary Muslim World,3,"Geographical, social and cultural features of the modern Muslim world, concept of Ummah, its resources, population, political and economic systems, organizations, challenges to the Muslim world and their solutions.",ISLM 101 or CRST 152,
ISLM,ISLM 304,Seerat-Un-Nabi,3,"Development of biographical studies of the Prophet Muhammad (pbuh), their influence on Islamic thought throughout Islamic history, the Prophet (pbuh) as an example to be followed, the difference between the Prophet’s (pbuh) tradition (Hadith) and his biography (Seerah), the Prophet’s (pbuh) life before his mission, early period of Makkah where he faced opposition, migration to Madinah, establishment of the Islamic state in Madinah, treaties and relations with non-Muslims, Ghazwat and conquest of Makkah and the last sermon and its impact on modern human life.",ISLM 101 or CRST 152,
ISLM,ISLM 305,Interfaith Dialogue and Relations,3,"Understanding dialogue and its process, Dialogue in everyday life, need of interfaith dialogues in modern context, Role of interfaith dialogue and relations for peace and social harmony, General and specific goals of interfaith dialogue, Challenges to interfaith relations, Effective strategies to develop interfaith relations, Historical interactions between major religious traditions, Theories and principles of effective dialogue, Social & professional significance of interfaith relations.",ISLM 101 or CRST 152,CRST 354 and SOCL 305
ISLM,ISLM 306,Religion and Science,3,"Relationship between modern empirical science and religion, the nature of science and the epistemologies of science and of religious belief, conflict or concord between religion and science on common domains, religion and science in search of reality",ISLM 101 or CRST 152,CRST 355
ISLM,ISLM 401,Comparative Study of Religions,3,"Major religions of the world, cultural contexts, scriptures, fundamental beliefs, practices and sacred art are examined, various global forms of religions, South and East Asian rich traditions of Hinduism, Buddhism, Taoism and Confucianism, monotheistic religions with roots in the Middle East: Judaism, Christianity and Islam, comparative study of religions.", ISLM 101 or CRST 152,CRST 453
ISLM,ISLM 402,Islam and the West,3,"Islam and the West some general considerations; Islam and the West on peace, terrorism, democracy, and human rights; Western understanding of Islam (orientalism); Muslim perception of the Western civilization; Study and analysis of the thesis of “Clash of Civilization”",ISLM 101 or CRST 152,
ISLM,ISLM 403,Modern Islamic Thoughts,3,"Modern Islamic thoughts with the emphasis on Islamic political, economic, social and educational thoughts, political, strategic, economic and social factors underlying modern Islam, comparison of thoughts of Jamaluddin Afghani, Shah Wali Ullah, Allama Iqbal and Syed Maududi.",ISLM 101 or CRST 152,
ISLM,ISLM 407,Teaching of Religious Studies,3,"Teaching techniques including the fundamental skills and characteristics of religious teachers, teaching strategies, classroom management, lesson planning, course designing, feedback and assessment, and materials development",ISLM 101 or CRST 152,CRST 454
ISLM,ISLM 499,Research Project,3,Students will conduct a research project under the prearranged supervision of a faculty member of the department on a topic approved in CRST 441. Students will have a viva- voce examination before a committee for the successful qualification of research.,ISLM406 or CRST455,CRST 499
ISLM,ISLM X95,Themes ,x,Sections: A-E to be of 1 credit F-J to be of 2 credits K-Z to be of 3 credits, ,CRST X95
KORN,KORN 101,Korean I,3,"This basic level course will teach students how to read and write the Korean alphabet and its pronunciation. The course will also introduce the Korean culture to gain knowledge and understanding of Korea. At the end of the course students will be able to communicate with Korean native speakers at basic everyday survival tasks such as introducing him/herself and express needs, asking questions and make requests in a simple manner, counting numbers and giving directions.", ,
KORN,KORN 102,Korean II,3,"This course will teach students about how to communicate in simple and routine tasks requiring a simple and direct exchange of information on familiar and routine matters. The course will teach students also about how to describe in simple terms aspects of their background, immediate environment and matters in areas of immediate need and introduce the Korean culture to gain knowledge and understanding of the Korean. At the end of the course, students will be able to understand the main ideas and supporting ideas when people talk about familiar topics and will know how to carry on a conversation on a variety of topics that are familiar to them including understanding short, simple readings on familiar topics. Also they will be able to write a series of simple sentences on topics of interest.",KORN 101,
LING,LING 207,History of English Language,3,"Built around the notion of ‘all languages change over time’, this course surveys the development of English language from its Germanic origins in the Anglo-Saxon period till today; emphasis is on tracking some of the linguistic changes English has undergone from its origin, including changes in words, spellings, sentence structure, meaning, and sound system; major periods in the history of English language from old English to Middle English and Early Modern English to Modern Standard English; keeping to the central notion of language variation and change, the present English accents and dialects, ‘World Englishes’, will also be briefly considered and their implications discussed for Future English.", WRCM 102 – 39th AC,
LING,LING 217,Introduction to Linguistics,3,"Theoretical concepts and empirical findings of modern linguistics on a non-technical level; highlights of the connection between linguistics and other disciplines; study of language, understanding of related disciplines.", WRCM 102,
LING,LING 301,Phonetics and Phonology,3,"Awareness of the sound system of languages with particular emphasis on English; speech- sounds and how they differ; pattern-formation, changes in sounds according to context, stress and intonation affecting meaning; introduction to the system of phonetic transcription.", LING 217,
LING,LING 302,Morphology and Syntax,3,"This course covers the basic concepts of morphology and syntax. Though an overview of other approaches is provided, this course takes a functional approach in the analysis of the structure of words, phrases, and sentences. Morpho-syntactic structures, such as affixation, cliticization, simple and complex constructions, and information structure, are examined from a wide variety of languages to provide students with the skills they will need for the linguistic description and analysis of any language.", LING 217,
LING,LING 304,Semantics,3,"This course is a study of word meaning in human languages, especially English, and introduces students to the subtlety and richness of the cognitive capacities and explains how a cognitive system computes the meanings of complex linguistic expressions in an infinite variety of thoughts and experiences. Various theoretical approaches of meaning formation within semantics, including an analysis of the relation between words in a language system, words and concepts/objects, parts of words and sentences, approaches to context and inference, modality, componential analysis, reference, sense, mental images/representations, prototypes, dictionary definitions and lexical relations will be discussed in this course.", LING 217,
LING,LING 308,Translation Studies,3,"The course introduces some of the major concepts in translation theory and focuses on their application to translation practice. It deals with the issues of equivalence, formal properties of texts as objects for analysis at linguistic, semantic, discourse, and pragmatic levels, and emphasizes the importance of adopting a functional approach to translation practice, and a descriptive and sociological approach to translation research. Students will be provided with a comprehensive overview of the discipline of translation studies, making them aware of both the diversity of possible approaches to translation and the relationships between these approaches.", LING 217,
LING,LING 309,Teaching English as a Second Language,3,"Teaching reading and writing to second language students; research and theory; connections to first language/literacy models, techniques, materials, and tasks that facilitate the acquisition of second language literacy.", LING 217,
LING,LING 315,World Englishes,3,"This course provides in-depth analysis of various varieties of English. The similarities and differences of multiple linguistics elements such as phonetic, phonological, semantic, syntactic, pragmatic, and social among various varieties of English besides unparalleled growth of English as a language form the crux of this course.", LING 217,
LING,LING 319,Pragmatics,3,"Pragmatics helps us gain insight into inter and intra-cultural communication. This course studies conversations and different genres through the theories of pragmatics (strategies, routines, politeness, turn taking patterns, speech acts and motivations). The intended meaning will be broken down into speaker meaning, contextual meaning, extra-linguistic communication, and relative distance. This course also helps to individual cultural nuances, experiences, and worldviews.", LING 217,
LING,LING 320,Historical Linguistics,3,"Historical Linguistics is a diachronic exploration of language change in terms of phonology, morphology, syntax, semantics, and discourse. This course will focus on the theoretical frameworks which address why and how languages change within themselves and cross linguistically in the aforementioned areas of any language and the sociolinguistic influences which cause creole, convergence, and language death.", LING 217,
LING,LING 333,Bilingualism and Multilingualism,3,"Bilingualism or multilingualism is an undeniable socio-psychological phenomenon which is accepted in every society. This course aims at introducing the role of socio-psychological aspects in being a bilingual/multilingual and exploring theories, processes and issues involved in bilingualism and multilingualism. The concept of bilingualism and multilingualism will be viewed at three levels: individual, community and state. The students will learn about the process of code switching and mixing language in oral communication at individual level, the intervening factors which make a group give up its ancestral language and shift to a new one at community level and the language planning and policies at government level which support or hinder bi/multilingualism.", LING 217,
LING,LING 340,Language and Gender,3,"This course explores the relationship between language and society, with reference to the differences in linguistic behavior between women and men, from a cross-cultural perspective. Topics include a historical overview of linguistic stereotyping and discrimination, a sociolinguistic analysis of sex differentiation and conventions of politeness. Sex differences reflected in discourse and their social consequences are also examined. In addition, the course will consider issues concerning language structure and ideology, including sexism in English and the relative success of gender-based language reform efforts.", LING 217,
LING,LING 343,Language Variation and Change,3,"This course combines aspects of historical linguistics and sociolinguistics. The social factors driving language change as well as the typological constraints limiting language change are discussed and exemplified through real-world case studies. Other topics include dialects, pidgins and creoles, language maintenance, and quantitative analysis techniques.", LING 217,
LING,LING 353,Second Language Acquisition,3,"The course introduces students to the principal findings, concepts, and models in the field of first and second language acquisition. The pivotal question addressed is: how (healthy) children acquire grammar (including structure of sounds, words, and sentences) of their native language in a relatively short period of time apparently without extensive external assistance; emphasizing primarily on phonetics, phonology, morphology, and syntax, the course surveys and examines theories that have been proposed to explain the observed developmental phenomena in these domains. Issues related to second language acquisition, particularly the ways it differs from first language acquisition, shall also be briefly discussed.", LING 217,
LING,LING 370,"Language, Culture, and Identity",3,"The course aims at developing an understanding of what constitutes identity and how it is related to or shaped by language and culture. The course also seeks to conceptualize views of language, literacy, and cultural practices in different contexts. Some topics that will be discussed include types of identity (religious, ethnic, linguistic, cultural, and national), the issue of identity in multicultural societies, identity crisis, language attitudes, ethnic conflicts, linguistic conflicts, linguistic inequality, linguistic imposition, cross-cultural communication and culture shock.", LING 217,
LING,LING 379,Language Planning and Policy,3,"This course explores the main theories and issues of language planning and policy, a field that continues to grow in importance due to migration, greater recognition of minorities, and technological advances. It examines the ideologies behind language planning and policy as well as their social, political, educational, and historical consequences. This course also delves into how the spread of English has affected the language policy of various countries around the world. In addition, students will receive insight into language maintenance and revitalization. While examples from around the world are discussed in this course, special focus is given to the policies and planning related to the languages of Pakistan.", LING 217,
LING,LING 410,Critical Discourse Analysis,3,"This course aims to determine critical discourse analysis, its aims, special methods, and theoretical foundation. CDA mainly focuses on the study of power, dominance and social inequality using theoretical and empirical approaches in texts and non-verbal communications, while providing information as to how they are constructed through social relations, identity, knowledge, and power in any written and spoken text in communities, cultures and literature. This makes it highly trans-disciplinary course which helps to critically analyze both talk and text.", LING 217,
LING,LING 413,Sociolinguistics,3,"This course addresses the interdependence of language and culture in various sociological contexts and covers basic sociolinguistic theoretical models and methodologies including social network theory and ethnography. It also focuses on various aspects of human behavior and sociocultural interaction that affect language use, and explores diversity in language in relation to age, gender, region, social class, ethnicity and national origin. An exploration of attitudes and ideologies about the language varieties and choices with an emphasis on speech community, dialect and vernacular will be of particular importance to understanding this relationship in diverse cultures.", LING 217,
LING,LING 414,Psycholinguistics,3,"This course focuses on the psychological components of English language. It covers areas such as, lexical ambiguity, language comprehension, language production, language acquisition and methodology to understand and help change human behavioral patterns. Students will learn about the nature of language, how it is used, how it illuminates understanding of the properties of the mind and brain and has an influence on human language.", LING 217,
LING,LING 415,Forensic Linguistics,3,"This course prepares students to examine the complex relationship between language and law through a multidisciplinary investigation of spoken and written texts, linguistic behavior, forensic phonetics, and legal issues/scenarios as they relate to detective investigations, criminal or civil disputes. The course content will be composed of theories, techniques and observations which are necessary to analyze linguistic evidence and understand characteristics of legal language based on a range of topically relevant areas, including dispute of meaning and utterance, speaker/author profiling, authorship analysis and attribution, voice/text comparison, plagiarism detection, forgery, language/behavioral crimes, and courtroom discourse analysis.", LING 217,
LING,LING 422,Corpus Linguistics,3,"This course aims to provide a general introduction to corpus-based language study by analyzing large digital collections of text (corpora). Students will explore the use and manipulation of language in society by analyzing and transcribing electronic texts used in conjunction with computer tools to uncover, quantify and exploit the patterns of linguistic variation by mainly looking at concordances, collocations, and frequency lists within various genres.", LING 217,
LING,LING 429,Assessment in Second Language Acquisition,3,"This course explores the theories and practices of language assessment and testing. Students will examine, present, and evaluate classroom activities and create various assessment tools in different contexts to understand the theoretical and practical implications of the construction, interpretation, and utilization of tests of second/foreign languages.", LING 217,
LING,LING 441,Language Documentation,3,"This course covers the basic principles of language and culture documentation, including issues such as how to collect data, choose proper equipment and use linguistic software. In this course, students learn how to properly plan, archive, and manage language data. This course also explores the different ethical and ideological issues related to documentation of endangered languages.", LING 217,
LING,LING 442,Statistics for Linguistics,3,"As usage-based approaches to linguistic analysis spread, it is increasingly important for linguists to be aware of the principles of statistics and be able to statistically model language data. This course provides students with the basic principles of descriptive and inferential statistics and focuses on the methods necessary for quantitative linguistic analysis, such as ANOVA, correlation analysis, linear and logistic regression, conditional inference trees, and principal components analysis. These methods are demonstrated with real linguistic data and the programming language R.", LING 217,
LING,LING 450,Stylistics,3,"This course helps in equipping students critically appreciate literary and non literary texts using literary stylistics. By studying the language of the text, the course helps students to determine the communicative strategies, linguistic style, and the purpose of the writer. The course will inform how the language used in texts differs from everyday language in purpose and function by studying the patterns of lexis, phonetic and metrical organization.", LING 217,
LING,LING 495,Research Methods in Linguistics,3,"This course prepares students for their final thesis. It covers methods of linguistic analysis, appropriate research questions in linguistics, as well as data-collection techniques. In addition, students learn how to create literature reviews, how to use a linguistic theoretical framework in their data description, and how to organize and draft a linguistic research paper. This course also addresses ethical concerns in linguistic research as well as IRB processes.", LING 217,
LING,LING 498,Internship,0,Students are advised to opt for the internship in their Senior year or must have completed 90 credit hours (General Education + 3 Linguistics core courses). Offered in summer. It introduces students to multiple job opportunities and experiences. The internship will assist students in applying their newly gained knowledge of linguistics in several professional domains., Senior year students who have passed three core courses of linguistics,
LING,LING 499,Thesis,6," Presenting a well-thought thesis, using primary and secondary sources, synthesizing and analyzing these sources to develop a critical, well-thought, well-argued and theoretically apt 8,000-10,000-word research paper (following the latest APA style of referencing and bibliography) under the supervision of the instructor.",LING 217 and LING 495,
MATH,MATH 100,Quantitative Skills,3,"Basic Algebra and number theory, rounding, estimating, scientific notation, algebraic expressions, fractions, factoring, solving equations, two equations with two unknowns and their applications to daily life problems, quadratic equations and their applications, percentage problems (profit, loss, discount, interest, commission, taxation), ratio and proportion, work problems, distance problems (time, distance, speed), basic geometry, mean, median and mode.", ,
MATH,MATH 101,Pre-Calculus & Trigonometry,3,"Fundamentals, solution of equations and inequalities, lines, functions, linear and quadratic functions, polynomial and rational functions, operations on functions, inverse functions, synthetic division, remainder and factor theorem, partial fractions, exponential, logarithmic and trigonometric functions, trigonometric identities, solution of right and oblique triangles.", ,
MATH,MATH 102,Calculus I,3,"Functions, graph of functions, translation, stretching and compressing graphs, limits, continuity and differentiability, differentiation and its basic rules, indeterminate forms, L’Hopital’s rule, integration and its techniques, fundamental theorem of calculus, evaluating definite integral.",MATH 101 or A-Level Mathematics or Intermediate with Mathematics,
MATH,MATH 103,Introductory Linear Algebra,3,"Introduction to system of linear equations, matrices and matrix operations, elementary matrices, Gaussian elimination, Gauss Jordan method for solving a system of linear equation, determinants and their properties, vector spaces, subspaces, linear independence, bases and dimensions.",MATH 101 or A Level Mathematics or Intermediate with Mathematics,
MATH,MATH 105,Probability and Probability Distributions,3,Note: Please see the contents from the list of Statistics courses., ,STAT 102
MATH,MATH 107,Statistical Methods,3,"Nature and scope of statistics, scales of measurements, measures of central tendency and dispersion for grouped data, moments, skewness and kurtosis, fundamental rules of counting, basic probability, moments in probability context.", , STAT 101
MATH,MATH 111,Calculus and Analytic Geometry,3,"Similar to MATH 102, MATH 201 The focus of this course is the study of the inverse relationship that exists between differential and integral calculus. Students will learn the fundamentals of calculus along with its application to interesting problems in science and engineering. Topics Include: limits, derivative, problem solving using differentiation, Fundamental Theorem of Calculus, integrations techniques, computation of areas and volumes by slicing, volumes of revolution and surface areas of revolution, infinite series and convergence tests and Taylor's series. Demonstration of various ideas will use mathematical software package(s).",MATH 101 or A Level Mathematics or Intermediate Mathematics. This course is open only to Computer Science majors unless it is cross-listed.,
MATH,MATH 201,Calculus II,3,"Applications of derivative: increasing and decreasing functions, maxima and minima of a function, concavity, inflection points of a function, Rolle’s Theorem, the mean value theorem, Taylor’s theorem, applications of integration: area and arc length, volume and surface of revolution, introduction to improper integrals, infinite series, power series, introduction to conic section.",MATH 102,
MATH,MATH 202,Ordinary Differential Equations,3,"Introduction and classification of differential equations, basic concepts, formation, separable and reducible to separable equations, homogeneous and reducible to homogeneous equations, exact and inexact equations, integrating factors and linear equations, Bernoulli and Clairaut equations, second order homogeneous and non- homogeneous equations, initial and boundary value problems, homogeneous equations with constant coefficients, linear Independence and Wronskian, solving non-homogeneous equations with the methods of undetermined coefficients and variation of parameters, Cauchy-Euler equation, Laplace and inverse Laplace transformations, and their properties, to solve ordinary differential equations.",MATH 102,
MATH,MATH 203,Vector Analysis,3,"Scalars and vectors, laws of vector algebra, scalar and vector fields, product of two vectors and their applications, scalar and vector triple products, ordinary and partial differentiation of vector fields and its use in basic differential geometry, gradient of a scalar field, divergence and curl of a vector field, ordinary integration of vector fields, line integrals, surface integrals and volume integrals, divergence and Stokes theorem.",MATH 102,
MATH,MATH 209,Linear Algebra,3,"Review of vector spaces, subspaces and bases, row space, column space, rank, nullity, inner product spaces, orthogonal basis, Gram Schmidt process, orthogonal matrices, eigenvalues and eigenvectors, diagonalization, orthogonal diagonalization, positive definite and negative definite matrices, linear and inverse linear transformation.", MATH 103 and MATH 102,
MATH,MATH 210,Set Theory,3,"Sets and basic operations on sets, relations, functions, cardinal numbers, computing cardinals, denumerable and countable sets, power of continuum, cardinal arithmetic, Cantor-Bernstein theorem, ordered sets, ordinal numbers, axioms of choice, well ordering theorem, and Zorn’s lemma.", MATH 101 or A Level Mathematics or Intermediate with Mathematics,
